SalesOrderID,OrderDate,TotalDue,Territorio
53372,2024-07-28,5.514,Canada
53373,2024-07-28,44.1779,Canada
53374,2024-07-28,29.8019,Canada
53375,2024-07-28,62.9519,Southwest
53376,2024-07-28,44.1779,United Kingdom
53377,2024-07-28,36.023,United Kingdom
53378,2024-07-28,85.0519,France
53379,2024-07-28,77.3169,United Kingdom
53380,2024-07-28,87.2729,United Kingdom
53381,2024-07-28,32.0229,France
53382,2024-07-28,77.3169,Germany
53383,2024-07-28,44.1779,United Kingdom
53384,2024-07-28,26.2769,United Kingdom
53385,2024-07-28,92.7869,Canada
53386,2024-07-28,78.4108,Canada
53387,2024-07-28,24.2879,Southwest
53388,2024-07-28,1909.7384,Northwest
53389,2024-07-28,1009.9258,Southwest
53390,2024-07-28,830.2307,Canada
53391,2024-07-28,918.6197,Southwest
53392,2024-07-28,2535.964,Australia
53393,2024-07-28,2659.7792,Canada
53394,2024-07-28,614.6673,Southwest
53395,2024-07-28,1313.2483,Northwest
53396,2024-07-28,1276.8054,France
53397,2024-07-28,671.7958,United Kingdom
53398,2024-07-29,1297.8004,Australia
53399,2024-07-29,2629.8669,United Kingdom
53400,2024-07-29,15.4479,Northwest
53401,2024-07-29,8.7848,Northwest
53402,2024-07-29,55.239,Northwest
53403,2024-07-29,35.6584,Australia
53404,2024-07-29,70.6869,Australia
53405,2024-07-29,70.6869,Australia
53406,2024-07-29,38.675,Australia
53407,2024-07-29,44.1779,Australia
53408,2024-07-29,65.4934,Australia
53409,2024-07-29,86.1458,Australia
53410,2024-07-29,86.1458,Australia
53411,2024-07-29,6.9394,Australia
53412,2024-07-29,38.664,Australia
53413,2024-07-29,2810.5012,Germany
53414,2024-07-29,82.8529,Canada
53415,2024-07-29,36.9402,Southwest
53416,2024-07-29,104.3783,Northwest
53417,2024-07-29,55.2169,Northwest
53418,2024-07-29,77.339,Canada
53419,2024-07-29,77.339,Canada
53420,2024-07-29,75.0627,Canada
53421,2024-07-29,60.7529,Southwest
53422,2024-07-29,8.0444,Northwest
53423,2024-07-29,5.514,Canada
53424,2024-07-29,8.0444,Canada
53425,2024-07-29,15.4479,Southwest
53426,2024-07-29,43.3713,Canada
53427,2024-07-29,34.5534,Germany
53428,2024-07-29,70.6869,Germany
53429,2024-07-29,5.514,United Kingdom
53430,2024-07-29,70.6869,France
53431,2024-07-29,23.7465,United Kingdom
53432,2024-07-29,8.0444,France
53433,2024-07-29,76.2119,France
53434,2024-07-29,62.9519,Northwest
53435,2024-07-29,1879.594,Northwest
53436,2024-07-29,620.9769,Southwest
53437,2024-07-29,937.5594,Southwest
53438,2024-07-29,2562.7823,Southwest
53439,2024-07-29,1977.9169,Australia
53440,2024-07-29,596.689,Australia
53441,2024-07-29,695.0119,Australia
53442,2024-07-29,659.6408,Australia
53443,2024-07-29,875.5357,Canada
53444,2024-07-29,929.1282,Northwest
53445,2024-07-29,2673.0613,Southwest
53446,2024-07-29,606.6229,Southwest
53447,2024-07-29,1292.2533,Northwest
53448,2024-07-29,650.8008,Germany
53449,2024-07-29,2673.0613,Germany
53450,2024-07-30,24.0303,United Kingdom
53451,2024-07-30,1973.1577,Northwest
53452,2024-07-30,60250.3048,Northwest
53453,2024-07-30,225.9588,United Kingdom
53454,2024-07-30,45317.06,Central
53455,2024-07-30,35611.4804,United Kingdom
53456,2024-07-30,30202.5847,Canada
53457,2024-07-30,53043.4629,Northwest
53458,2024-07-30,105420.9481,United Kingdom
53459,2024-07-30,33136.1251,Southwest
53460,2024-07-30,118040.1854,Southwest
53461,2024-07-30,1650.7273,France
53462,2024-07-30,258.1833,Germany
53463,2024-07-30,3258.6008,Canada
53464,2024-07-30,72279.0263,Canada
53465,2024-07-30,95426.0186,Canada
53466,2024-07-30,1334.9448,Southwest
53467,2024-07-30,6398.8469,Northwest
53468,2024-07-30,28940.4502,Australia
53469,2024-07-30,24134.5079,Northwest
53470,2024-07-30,64453.9897,Southwest
53471,2024-07-30,43376.5609,Central
53472,2024-07-30,103883.1767,United Kingdom
53473,2024-07-30,1835.3873,Northwest
53474,2024-07-30,30575.932,Southeast
53475,2024-07-30,44557.9093,France
53476,2024-07-30,14930.0161,Southwest
53477,2024-07-30,28330.3259,Canada
53478,2024-07-30,45009.4037,France
53479,2024-07-30,254.1548,France
53480,2024-07-30,49576.7444,Central
53481,2024-07-30,273.5594,Canada
53482,2024-07-30,1657.4485,Canada
53483,2024-07-30,69028.0591,Canada
53484,2024-07-30,31525.3324,Canada
53485,2024-07-30,65910.6732,Australia
53486,2024-07-30,5576.2074,Canada
53487,2024-07-30,1650.7273,Northwest
53488,2024-07-30,79.1923,Canada
53489,2024-07-30,1814.1819,Southwest
53490,2024-07-30,3934.207,Southwest
53491,2024-07-30,228.534,Southwest
53492,2024-07-30,20135.1188,Australia
53493,2024-07-30,26378.2508,Northwest
53494,2024-07-30,124.0055,France
53495,2024-07-30,4615.1346,United Kingdom
53496,2024-07-30,4309.7515,Southwest
53497,2024-07-30,101657.3019,France
53498,2024-07-30,2160.1078,Australia
53499,2024-07-30,31731.1199,Central
53500,2024-07-30,46166.2976,Northwest
53501,2024-07-30,1277.4103,Southeast
53502,2024-07-30,35912.8785,Australia
53503,2024-07-30,4746.6427,Canada
53504,2024-07-30,2304.9193,Germany
53505,2024-07-30,45788.5612,Germany
53506,2024-07-30,119054.4623,Northeast
53507,2024-07-30,5049.254,Canada
53508,2024-07-30,39665.1801,Canada
53509,2024-07-30,4118.0206,Canada
53510,2024-07-30,50039.9037,Canada
53511,2024-07-30,623.1586,United Kingdom
53512,2024-07-30,37883.1959,United Kingdom
53513,2024-07-30,55084.8357,Canada
53514,2024-07-30,62973.8414,Northwest
53515,2024-07-30,30.1848,Southwest
53516,2024-07-30,505.4756,Germany
53517,2024-07-30,178.9467,Southwest
53518,2024-07-30,99023.6736,Northwest
53519,2024-07-30,331.6524,Germany
53520,2024-07-30,53658.0588,Germany
53521,2024-07-30,1546.3288,Germany
53522,2024-07-30,1326.6091,Northwest
53523,2024-07-30,3453.4959,France
53524,2024-07-30,61089.359,Southeast
53525,2024-07-30,26919.2309,France
53526,2024-07-30,39321.9038,Central
53527,2024-07-30,83255.4331,Canada
53528,2024-07-30,4413.5084,Canada
53529,2024-07-30,18.3792,Canada
53530,2024-07-30,85368.6199,Southeast
53531,2024-07-30,43697.2576,Southwest
53532,2024-07-30,2462.258,Australia
53533,2024-07-30,27761.8156,Southwest
53534,2024-07-30,13966.0168,Northeast
53535,2024-07-30,111328.3281,Canada
53536,2024-07-30,48702.8022,Canada
53537,2024-07-30,1872.2906,Northeast
53538,2024-07-30,23221.4328,Southwest
53539,2024-07-30,19184.4883,Southwest
53540,2024-07-30,8511.5257,Southeast
53541,2024-07-30,33550.6759,Australia
53542,2024-07-30,6680.1068,Canada
53543,2024-07-30,53.0504,Canada
53544,2024-07-30,1769.7977,Canada
53545,2024-07-30,4091.5357,Canada
53546,2024-07-30,38168.2974,Southwest
53547,2024-07-30,4880.8225,Northwest
53548,2024-07-30,37836.7279,Central
53549,2024-07-30,970.1276,Southwest
53550,2024-07-30,12036.9197,Southwest
53551,2024-07-30,30177.9154,Southeast
53552,2024-07-30,8483.0922,Southwest
53553,2024-07-30,418.8118,Canada
53554,2024-07-30,4103.7579,Australia
53555,2024-07-30,1012.0021,Australia
53556,2024-07-30,4490.4797,Northeast
53557,2024-07-30,451.9174,Australia
53558,2024-07-30,1407.9076,Canada
53559,2024-07-30,331.6524,France
53560,2024-07-30,60662.6797,Northeast
53561,2024-07-30,54892.7877,Central
53562,2024-07-30,91734.9579,United Kingdom
53563,2024-07-30,91737.3896,Southeast
53564,2024-07-30,3.0365,Northeast
53565,2024-07-30,33098.6349,Australia
53566,2024-07-30,71729.8592,Australia
53567,2024-07-30,33038.7512,Northeast
53568,2024-07-30,2944.7738,Southeast
53569,2024-07-30,29221.7987,Northwest
53570,2024-07-30,71728.6698,Northeast
53571,2024-07-30,56498.2214,Northwest
53572,2024-07-30,2209.8762,Canada
53573,2024-07-30,130249.2557,United Kingdom
53574,2024-07-30,1419.2461,United Kingdom
53575,2024-07-30,2458.8636,Southeast
53576,2024-07-30,49625.1574,Northwest
53577,2024-07-30,48965.9275,United Kingdom
53578,2024-07-30,11308.6436,Northwest
53579,2024-07-30,1415.2608,Australia
53580,2024-07-30,40978.4697,Southwest
53581,2024-07-30,3753.8969,Germany
53582,2024-07-30,11618.7534,Central
53583,2024-07-30,57923.5832,Southwest
53584,2024-07-30,4335.2444,Northwest
53585,2024-07-30,2899.8526,Northeast
53586,2024-07-30,3086.663,Southwest
53587,2024-07-30,2500.9563,Central
53588,2024-07-30,62.0569,Australia
53589,2024-07-30,1240.2376,Southwest
53590,2024-07-30,71493.1426,Central
53591,2024-07-30,1149.1888,Central
53592,2024-07-30,5097.1925,Southwest
53593,2024-07-30,1163.9363,Germany
53594,2024-07-30,1214.601,Australia
53595,2024-07-30,7614.5455,Southeast
53596,2024-07-30,54.8869,Southwest
53597,2024-07-30,2299.896,Canada
53598,2024-07-30,4281.2213,Southwest
53599,2024-07-30,1878.8359,Southwest
53600,2024-07-30,4419.095,Canada
53601,2024-07-30,620.334,Southwest
53602,2024-07-30,799.1191,Southwest
53603,2024-07-30,9892.4225,Northwest
53604,2024-07-30,2039.4821,Germany
53605,2024-07-30,76371.1911,Northwest
53606,2024-07-30,52556.0907,Southwest
53607,2024-07-30,17306.9674,Southwest
53608,2024-07-30,2147.1679,Germany
53609,2024-07-30,3421.19,Germany
53610,2024-07-30,906.3085,Southwest
53611,2024-07-30,2135.2196,Central
53612,2024-07-30,1879.7023,Central
53613,2024-07-30,48417.391,Northwest
53614,2024-07-30,69019.98,Southwest
53615,2024-07-30,27975.6266,Germany
53616,2024-07-30,77667.4442,Southwest
53617,2024-07-30,178.9467,Northwest
53618,2024-07-30,3931.9148,Southeast
53619,2024-07-30,1047.6762,Australia
53620,2024-07-30,1371.8659,Northeast
53621,2024-07-30,120512.2708,Southwest
53622,2024-07-30,35.6741,Southeast
53623,2024-07-30,8770.1987,Northwest
53624,2024-07-30,938.3262,United Kingdom
53625,2024-07-30,2547.6862,Southeast
53626,2024-07-30,8.7848,Canada
53627,2024-07-30,40.432,Australia
53628,2024-07-30,2535.964,Germany
53629,2024-07-30,2.5305,Northwest
53630,2024-07-30,71.2394,Southwest
53631,2024-07-30,35.6584,Canada
53632,2024-07-30,109.9807,Canada
53633,2024-07-30,146.9098,Northwest
53634,2024-07-30,79.0959,Canada
53635,2024-07-30,71.7919,Canada
53636,2024-07-30,77.3169,Southwest
53637,2024-07-30,125.3844,Northwest
53638,2024-07-30,132.5779,Northwest
53639,2024-07-30,164.0594,Southwest
53640,2024-07-30,77.339,Southwest
53641,2024-07-30,164.0594,Northwest
53642,2024-07-30,5.514,Northwest
53643,2024-07-30,71.2394,Northwest
53644,2024-07-30,44.1779,Canada
53645,2024-07-30,69.5929,France
53646,2024-07-30,14.3429,United Kingdom
53647,2024-07-30,92.7869,Germany
53648,2024-07-30,8.0444,United Kingdom
53649,2024-07-30,79.5269,Northwest
53650,2024-07-30,1895.0419,Southwest
53651,2024-07-30,2569.0366,Southwest
53652,2024-07-30,858.9607,Germany
53653,2024-07-30,2715.3497,Australia
53654,2024-07-30,1879.594,Australia
53655,2024-07-30,606.6229,Australia
53656,2024-07-30,2563.589,Australia
53657,2024-07-30,1381.0732,Southwest
53658,2024-07-30,596.689,Southwest
53659,2024-07-30,1276.8054,Northwest
53660,2024-07-30,1276.8054,Northwest
53661,2024-07-30,2649.8453,Germany
53662,2024-07-31,1276.8054,Australia
53663,2024-07-31,2683.9787,Germany
53664,2024-07-31,2563.589,United Kingdom
53665,2024-07-31,2775.0086,United Kingdom
53666,2024-07-31,132.6,Canada
53667,2024-07-31,30.1444,Australia
53668,2024-07-31,35.6694,Australia
53669,2024-07-31,85.0519,Australia
53670,2024-07-31,62.9519,Australia
53671,2024-07-31,44.189,Australia
53672,2024-07-31,20.9619,Australia
53673,2024-07-31,87.2729,Australia
53674,2024-07-31,2.5305,Australia
53675,2024-07-31,42.9624,Australia
53676,2024-07-31,1879.594,France
53677,2024-07-31,672.9008,France
53678,2024-07-31,2715.3497,Germany
53679,2024-07-31,2754.0136,France
53680,2024-07-31,905.5254,France
53681,2024-07-31,8.0444,Northwest
53682,2024-07-31,70.6869,Canada
53683,2024-07-31,64.6094,Canada
53684,2024-07-31,77.3169,Canada
53685,2024-07-31,72.8748,Northwest
53686,2024-07-31,11.039,Canada
53687,2024-07-31,77.339,Canada
53688,2024-07-31,8.0444,Canada
53689,2024-07-31,162.4019,Canada
53690,2024-07-31,82.8529,United Kingdom
53691,2024-07-31,62.9519,Southwest
53692,2024-07-31,40.432,United Kingdom
53693,2024-07-31,15.4479,Germany
53694,2024-07-31,59.659,France
53695,2024-07-31,65.1729,United Kingdom
53696,2024-07-31,35.6584,France
53697,2024-07-31,54.6754,France
53698,2024-07-31,33.139,France
53699,2024-07-31,86.1458,France
53700,2024-07-31,38.675,Southwest
53701,2024-07-31,44.189,Northwest
53702,2024-07-31,94.4554,Northwest
53703,2024-07-31,24.2879,Canada
53704,2024-07-31,89.4608,Canada
53705,2024-07-31,1949.1869,Southwest
53706,2024-07-31,927.6033,Southwest
53707,2024-07-31,2574.639,Southwest
53708,2024-07-31,2560.2519,Southwest
53709,2024-07-31,2673.0613,Australia
53710,2024-07-31,2699.9018,Australia
53711,2024-07-31,830.2307,Canada
53712,2024-07-31,2566.1194,Australia
53713,2024-07-31,2646.4419,Australia
53714,2024-07-31,612.1369,Northwest
53715,2024-07-31,622.0708,Southwest
53716,2024-07-31,635.3529,Southwest
53717,2024-07-31,612.1369,Southwest
53718,2024-07-31,1263.5233,Northwest
53719,2024-07-31,623.7504,Germany
53720,2024-08-01,2765.6272,Australia
53721,2024-08-01,2563.589,United Kingdom
53722,2024-08-01,97.7483,Australia
53723,2024-08-01,33.139,Australia
53724,2024-08-01,46.7194,Australia
53725,2024-08-01,38.0894,Australia
53726,2024-08-01,44.1779,Australia
53727,2024-08-01,44.1779,Australia
53728,2024-08-01,8.0444,Australia
53729,2024-08-01,1914.1473,United Kingdom
53730,2024-08-01,2699.9018,United Kingdom
53731,2024-08-01,37.5479,Southwest
53732,2024-08-01,66.8194,Northwest
53733,2024-08-01,5.514,Southwest
53734,2024-08-01,42.9624,Southwest
53735,2024-08-01,38.6529,Northwest
53736,2024-08-01,27.614,Northwest
53737,2024-08-01,38.6529,Northwest
53738,2024-08-01,38.6529,Southwest
53739,2024-08-01,26.4869,Canada
53740,2024-08-01,38.6529,Northwest
53741,2024-08-01,66.2779,Canada
53742,2024-08-01,5.514,Northwest
53743,2024-08-01,62.9519,Southwest
53744,2024-08-01,132.5779,Germany
53745,2024-08-01,26.8184,Germany
53746,2024-08-01,79.5269,Southwest
53747,2024-08-01,114.3565,Germany
53748,2024-08-01,87.2729,United Kingdom
53749,2024-08-01,139.5394,United Kingdom
53750,2024-08-01,28.1554,United Kingdom
53751,2024-08-01,30.6859,Germany
53752,2024-08-01,5.514,France
53753,2024-08-01,38.675,Northwest
53754,2024-08-01,89.4608,Northwest
53755,2024-08-01,606.6229,Canada
53756,2024-08-01,668.4808,Southwest
53757,2024-08-01,2778.9977,Northwest
53758,2024-08-01,954.6869,Southwest
53759,2024-08-01,2602.2529,Northwest
53760,2024-08-01,2615.4687,Northwest
53761,2024-08-01,2570.1858,Canada
53762,2024-08-01,2668.564,Northwest
53763,2024-08-01,820.2968,France
53764,2024-08-01,858.9607,Germany
53765,2024-08-01,2673.0613,Australia
53766,2024-08-01,2699.9018,Australia
53767,2024-08-01,907.0172,Southwest
53768,2024-08-01,2563.589,Australia
53769,2024-08-01,2582.6834,Australia
53770,2024-08-01,2673.0613,Canada
53771,2024-08-01,1238.1415,Southwest
53772,2024-08-02,2699.9018,Australia
53773,2024-08-02,1276.8054,Australia
53774,2024-08-02,207.7179,Australia
53775,2024-08-02,83.9469,Australia
53776,2024-08-02,87.8144,Australia
53777,2024-08-02,5.514,Australia
53778,2024-08-02,5.514,Australia
53779,2024-08-02,24.2327,Australia
53780,2024-08-02,16.5529,Australia
53781,2024-08-02,46.3327,Australia
53782,2024-08-02,2708.6865,United Kingdom
53783,2024-08-02,2799.9927,United Kingdom
53784,2024-08-02,2699.9018,Germany
53785,2024-08-02,861.3254,Germany
53786,2024-08-02,2.5305,Northwest
53787,2024-08-02,2.5305,Northwest
53788,2024-08-02,93.8808,Canada
53789,2024-08-02,32.034,Canada
53790,2024-08-02,41.1834,Canada
53791,2024-08-02,38.6529,Canada
53792,2024-08-02,86.7204,Northwest
53793,2024-08-02,164.0594,Northwest
53794,2024-08-02,76.2119,Northwest
53795,2024-08-02,77.339,Southwest
53796,2024-08-02,87.2729,Northwest
53797,2024-08-02,132.5779,Southwest
53798,2024-08-02,60.7529,Northwest
53799,2024-08-02,5.514,Southwest
53800,2024-08-02,5.514,Northwest
53801,2024-08-02,65.1729,Southwest
53802,2024-08-02,65.1729,Southwest
53803,2024-08-02,68.4658,Northwest
53804,2024-08-02,65.1729,Canada
53805,2024-08-02,138.114,Northwest
53806,2024-08-02,8.0444,Canada
53807,2024-08-02,5.514,France
53808,2024-08-02,79.5048,Germany
53809,2024-08-02,82.8529,France
53810,2024-08-02,79.0959,United Kingdom
53811,2024-08-02,71.7919,France
53812,2024-08-02,28.1554,United Kingdom
53813,2024-08-02,30.6859,United Kingdom
53814,2024-08-02,33.6804,Germany
53815,2024-08-02,192.2148,France
53816,2024-08-02,8.0444,United Kingdom
53817,2024-08-02,8.0444,United Kingdom
53818,2024-08-02,152.4458,Northwest
53819,2024-08-02,111.0083,Southwest
53820,2024-08-02,650.8008,Canada
53821,2024-08-02,927.6254,Northwest
53822,2024-08-02,2715.3497,Australia
53823,2024-08-02,874.4086,Southwest
53824,2024-08-02,2658.0444,Australia
53825,2024-08-02,612.1369,Southwest
53826,2024-08-02,612.1369,Northwest
53827,2024-08-02,666.8565,Southwest
53828,2024-08-02,2688.5092,France
53829,2024-08-02,2673.0613,United Kingdom
53830,2024-08-03,2738.5657,Australia
53831,2024-08-03,8.7848,Northwest
53832,2024-08-03,68.4769,Australia
53833,2024-08-03,98.3229,Australia
53834,2024-08-03,59.659,Canada
53835,2024-08-03,101.1959,Canada
53836,2024-08-03,36.023,Northwest
53837,2024-08-03,71.7919,Canada
53838,2024-08-03,214.3479,Canada
53839,2024-08-03,79.4937,Northwest
53840,2024-08-03,41.1834,Canada
53841,2024-08-03,77.3169,Northwest
53842,2024-08-03,55.2169,Northwest
53843,2024-08-03,77.339,Southwest
53844,2024-08-03,16.5529,Southwest
53845,2024-08-03,132.5779,Southwest
53846,2024-08-03,77.339,Northwest
53847,2024-08-03,41.1834,France
53848,2024-08-03,5.514,United Kingdom
53849,2024-08-03,30.1444,United Kingdom
53850,2024-08-03,109.3508,Germany
53851,2024-08-03,132.5558,Germany
53852,2024-08-03,145.7937,Southwest
53853,2024-08-03,659.6408,Southwest
53854,2024-08-03,2709.8357,Southwest
53855,2024-08-03,2555.0473,Southwest
53856,2024-08-03,2668.564,Southwest
53857,2024-08-03,2607.7558,Southwest
53858,2024-08-03,2587.8769,Southwest
53859,2024-08-03,2614.9383,Southwest
53860,2024-08-03,830.2307,United Kingdom
53861,2024-08-03,858.9607,France
53862,2024-08-03,1918.2579,Australia
53863,2024-08-03,612.1369,Australia
53864,2024-08-03,596.689,Australia
53865,2024-08-03,2563.589,Australia
53866,2024-08-03,2618.8058,Australia
53867,2024-08-03,2673.0613,Southwest
53868,2024-08-03,2634.3974,Canada
53869,2024-08-03,635.3529,Northwest
53870,2024-08-03,663.5083,Southwest
53871,2024-08-03,635.3529,Germany
53872,2024-08-03,627.3748,United Kingdom
53873,2024-08-03,2659.7792,United Kingdom
53874,2024-08-04,1297.8004,Australia
53875,2024-08-04,1277.0706,Australia
53876,2024-08-04,2580.1419,Germany
53877,2024-08-04,2574.6279,France
53878,2024-08-04,2604.4408,United Kingdom
53879,2024-08-04,23.7465,Australia
53880,2024-08-04,38.675,Australia
53881,2024-08-04,8.7848,Australia
53882,2024-08-04,98.3119,Australia
53883,2024-08-04,2745.8587,United Kingdom
53884,2024-08-04,2.5305,Northwest
53885,2024-08-04,30.1444,Southwest
53886,2024-08-04,2.5305,Southwest
53887,2024-08-04,71.7919,Southwest
53888,2024-08-04,77.3169,Southwest
53889,2024-08-04,11.039,Northwest
53890,2024-08-04,55.2169,Southwest
53891,2024-08-04,77.339,Southwest
53892,2024-08-04,77.339,Canada
53893,2024-08-04,71.2394,Northwest
53894,2024-08-04,44.1779,Northwest
53895,2024-08-04,109.3508,Southwest
53896,2024-08-04,44.1779,Southwest
53897,2024-08-04,15.4479,Northwest
53898,2024-08-04,62.9519,Northwest
53899,2024-08-04,56.8633,Canada
53900,2024-08-04,118.1908,Southwest
53901,2024-08-04,41.9127,Germany
53902,2024-08-04,5.514,United Kingdom
53903,2024-08-04,27.614,Germany
53904,2024-08-04,38.0894,United Kingdom
53905,2024-08-04,5.514,United Kingdom
53906,2024-08-04,38.675,Southwest
53907,2024-08-04,55.239,France
53908,2024-08-04,2597.8108,Southwest
53909,2024-08-04,2685.1169,Canada
53910,2024-08-04,1950.2808,Australia
53911,2024-08-04,2673.0613,Australia
53912,2024-08-04,2738.4552,Australia
53913,2024-08-04,659.9723,Australia
53914,2024-08-04,830.2307,Southwest
53915,2024-08-04,2535.964,Australia
53916,2024-08-04,2646.9723,Australia
53917,2024-08-04,1276.8054,United Kingdom
53918,2024-08-04,733.1012,United Kingdom
53919,2024-08-04,2673.0613,Germany
53920,2024-08-05,1276.8054,Australia
53921,2024-08-05,1297.8004,Australia
53922,2024-08-05,65.7254,Southwest
53923,2024-08-05,24.2879,Australia
53924,2024-08-05,28.1554,Australia
53925,2024-08-05,77.339,Australia
53926,2024-08-05,146.9319,Australia
53927,2024-08-05,43.6144,Australia
53928,2024-08-05,82.3004,Australia
53929,2024-08-05,43.0729,Australia
53930,2024-08-05,5.514,Northwest
53931,2024-08-05,55.239,Northwest
53932,2024-08-05,32.034,Southwest
53933,2024-08-05,144.1583,Northwest
53934,2024-08-05,36.023,Northwest
53935,2024-08-05,33.139,Southwest
53936,2024-08-05,49.2167,Northwest
53937,2024-08-05,38.6529,Southwest
53938,2024-08-05,41.1834,Northwest
53939,2024-08-05,16.5529,Northwest
53940,2024-08-05,16.5529,Southwest
53941,2024-08-05,87.2729,Southwest
53942,2024-08-05,149.1529,Canada
53943,2024-08-05,87.2729,Canada
53944,2024-08-05,132.5779,Southwest
53945,2024-08-05,5.514,Canada
53946,2024-08-05,71.2394,Canada
53947,2024-08-05,71.2394,Southwest
53948,2024-08-05,38.675,France
53949,2024-08-05,70.6869,Germany
53950,2024-08-05,71.7919,United Kingdom
53951,2024-08-05,54.1119,Germany
53952,2024-08-05,47.4377,United Kingdom
53953,2024-08-05,76.7533,United Kingdom
53954,2024-08-05,66.8194,France
53955,2024-08-05,59.6479,United Kingdom
53956,2024-08-05,132.5558,Germany
53957,2024-08-05,92.7869,France
53958,2024-08-05,41.2055,Northwest
53959,2024-08-05,82.8529,Southwest
53960,2024-08-05,94.4554,Northwest
53961,2024-08-05,85.0519,Canada
53962,2024-08-05,79.5269,Southwest
53963,2024-08-05,118.1908,Canada
53964,2024-08-05,2618.8169,Canada
53965,2024-08-05,2560.2519,Southwest
53966,2024-08-05,927.6254,Australia
53967,2024-08-05,612.1369,Australia
53968,2024-08-05,596.689,Australia
53969,2024-08-05,2825.2861,Australia
53970,2024-08-05,2841.2865,Australia
53971,2024-08-05,2612.1758,Australia
53972,2024-08-05,2535.964,Australia
53973,2024-08-05,2710.6092,Southwest
53974,2024-08-05,2699.0067,France
53975,2024-08-05,2673.0613,United Kingdom
53976,2024-08-05,2634.3974,United Kingdom
53977,2024-08-06,1276.8054,Australia
53978,2024-08-06,2607.2033,United Kingdom
53979,2024-08-06,2574.6279,United Kingdom
53980,2024-08-06,8.7848,Southwest
53981,2024-08-06,38.664,Southwest
53982,2024-08-06,34.5534,Australia
53983,2024-08-06,26.2769,Australia
53984,2024-08-06,101.6269,Australia
53985,2024-08-06,41.1834,Australia
53986,2024-08-06,5.514,Australia
53987,2024-08-06,69.5929,Australia
53988,2024-08-06,55.239,Australia
53989,2024-08-06,59.659,Australia
53990,2024-08-06,69.5929,Australia
53991,2024-08-06,69.5929,Northwest
53992,2024-08-06,59.659,Southwest
53993,2024-08-06,13.1937,Canada
53994,2024-08-06,27.614,Canada
53995,2024-08-06,46.3327,Northwest
53996,2024-08-06,96.0798,Canada
53997,2024-08-06,218.6574,Canada
53998,2024-08-06,41.1834,Northwest
53999,2024-08-06,35.6694,Southwest
54000,2024-08-06,87.2729,Canada
54001,2024-08-06,44.1779,Southwest
54002,2024-08-06,138.114,Northwest
54003,2024-08-06,99.4169,Southwest
54004,2024-08-06,5.514,Northwest
54005,2024-08-06,87.2729,United Kingdom
54006,2024-08-06,62.9519,Southwest
54007,2024-08-06,132.5779,Germany
54008,2024-08-06,41.1834,United Kingdom
54009,2024-08-06,5.514,Germany
54010,2024-08-06,23.7465,France
54011,2024-08-06,146.9429,United Kingdom
54012,2024-08-06,6.9394,Germany
54013,2024-08-06,44.1779,United Kingdom
54014,2024-08-06,40.0784,United Kingdom
54015,2024-08-06,66.8194,Germany
54016,2024-08-06,136.4454,France
54017,2024-08-06,38.675,Canada
54018,2024-08-06,82.8529,Canada
54019,2024-08-06,82.8529,Southwest
54020,2024-08-06,85.0519,Northwest
54021,2024-08-06,94.4554,Canada
54022,2024-08-06,1949.1869,Northwest
54023,2024-08-06,2658.0444,Southwest
54024,2024-08-06,2607.2033,Southwest
54025,2024-08-06,2656.9283,Canada
54026,2024-08-06,1381.0732,United Kingdom
54027,2024-08-06,1417.5161,United Kingdom
54028,2024-08-06,1025.9815,Australia
54029,2024-08-06,829.0815,Northwest
54030,2024-08-06,820.2968,Canada
54031,2024-08-06,2538.4944,Australia
54032,2024-08-06,2634.3974,Southwest
54033,2024-08-06,2634.3974,Northwest
54034,2024-08-06,635.3529,Southwest
54035,2024-08-06,706.0398,United Kingdom
54036,2024-08-06,2673.0613,Germany
54037,2024-08-06,2682.9953,Germany
54038,2024-08-06,830.2307,Australia
54039,2024-08-07,2535.964,France
54040,2024-08-07,2628.7398,France
54041,2024-08-07,32.0229,Australia
54042,2024-08-07,160.6891,Australia
54043,2024-08-07,35.6694,Australia
54044,2024-08-07,82.8529,Australia
54045,2024-08-07,82.8529,Australia
54046,2024-08-07,60.7529,Australia
54047,2024-08-07,26.4869,Australia
54048,2024-08-07,2834.2366,United Kingdom
54049,2024-08-07,2624.3529,United Kingdom
54050,2024-08-07,59.659,Southwest
54051,2024-08-07,86.7204,Canada
54052,2024-08-07,201.9719,Northwest
54053,2024-08-07,79.0959,Canada
54054,2024-08-07,35.6694,Southwest
54055,2024-08-07,134.7327,Canada
54056,2024-08-07,87.2729,Southwest
54057,2024-08-07,132.5779,Southwest
54058,2024-08-07,5.514,Southwest
54059,2024-08-07,5.514,Southwest
54060,2024-08-07,77.339,Southwest
54061,2024-08-07,136.9979,Northwest
54062,2024-08-07,44.1779,Northwest
54063,2024-08-07,5.514,Southwest
54064,2024-08-07,8.0444,Southwest
54065,2024-08-07,75.0627,Southwest
54066,2024-08-07,44.1779,Germany
54067,2024-08-07,110.4337,Germany
54068,2024-08-07,40.8408,Canada
54069,2024-08-07,104.4004,United Kingdom
54070,2024-08-07,104.4004,United Kingdom
54071,2024-08-07,87.2729,United Kingdom
54072,2024-08-07,16.5529,France
54073,2024-08-07,32.5754,France
54074,2024-08-07,34.5644,United Kingdom
54075,2024-08-07,6.9394,Germany
54076,2024-08-07,76.2119,Germany
